v1,v2,v3,v4,v5,v6_1,v6_2,v6_3,v7_1,v7_2,v7_3,v7_4,v7_5,v7_6,v7_7,v7_8,v8,v9_1,v9_2,v10_1,v10_2,v10_3,v10_4,v10_5,v10_6,v10_7,v10_8,v10_9,v10_10,v10_11,v10_12,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22_1,v22_2,v22_3,v22_4,v22_5,v22_6,v23,v24,v25,v26,v27_1,v27_2,v27_3,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38
4,1,2,1,1,99,99,99,1,99,99,99,99,99,99,99,699,99,98,1,2,3,4,5,6,7,9,10,11,99,99,3,1,2,1,2,3,3,9,2,3,3,2,3,4,5,99,99,3,2,2,9,99,99,99,2,1,2,6,2,9,420,9,1,2,3
5,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,750,99,98,1,2,3,4,6,7,8,9,10,11,99,99,2,1,1,2,9,8,2,8,3,2,4,97,99,99,99,99,99,8,2,1,9,99,99,99,1,1,2,6,2,2,237,2,1,2,3
3,1,2,1,1,99,99,99,1,3,4,5,6,7,8,99,99998,99,98,1,2,3,4,5,6,8,9,10,11,99,99,2,1,1,1,1,4,9,8,4,1,5,2,4,5,99,99,99,4,2,4,9,99,99,99,1,1,1,6,2,5,328,5,2,2,3
4,1,2,1,1,99,99,99,1,8,99,99,99,99,99,99,1000,0,30,1,2,3,4,5,6,7,8,9,10,11,99,3,1,1,2,4,3,3,4,1,3,3,2,4,5,99,99,99,2,2,1,9,99,99,99,2,1,2,6,2,9,426,9,1,2,3
7,1,1,1,1,99,99,99,2,3,4,5,7,8,99,99,399,1,0,1,2,3,4,5,6,7,8,9,10,11,99,4,1,1,1,3,1,4,5,4,4,4,1,2,4,5,99,99,2,2,2,9,99,99,99,1,1,1,6,2,1,116,1,1,2,3
3,1,2,1,1,99,99,99,1,3,4,5,7,8,99,99,600,1,0,1,2,3,4,5,6,7,8,9,10,11,99,1,1,1,1,1,1,3,4,1,1,1,2,4,5,99,99,99,2,2,1,9,99,99,99,1,1,1,6,2,15,710,15,1,1,3
3,2,2,1,1,99,99,99,1,3,7,99,99,99,99,99,499,1,30,1,2,3,4,5,6,7,8,9,10,11,99,1,2,1,2,3,3,3,4,5,2,2,2,4,5,99,99,99,4,2,1,9,99,99,99,1,1,1,6,2,16,804,16,2,1,3
5,3,1,1,1,99,99,99,1,4,5,7,8,99,99,99,299,2,0,1,2,3,4,5,6,7,8,9,10,11,99,2,1,1,3,3,2,4,4,3,3,4,2,3,4,5,99,99,2,2,2,9,99,99,99,1,1,2,6,2,5,320,5,1,1,3
3,2,1,1,1,99,99,99,1,3,99,99,99,99,99,99,2600,2,0,1,2,3,4,5,6,7,8,9,10,11,99,3,1,1,1,3,4,1,3,3,1,3,1,2,3,4,5,99,1,1,4,9,99,99,99,1,1,1,6,2,9,406,9,1,1,3
5,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,499,2,0,1,2,3,4,5,6,7,8,9,10,11,99,2,1,1,1,3,2,2,4,3,3,4,4,5,99,99,99,99,2,2,2,9,99,99,99,1,1,1,5,2,2,241,2,1,2,3
4,1,2,1,1,99,99,99,1,99,99,99,99,99,99,99,699,2,0,1,2,3,4,5,6,7,8,9,10,11,99,1,1,1,1,1,3,2,3,2,1,1,2,3,4,5,99,99,3,2,2,9,99,99,99,1,1,2,6,2,2,221,2,1,2,3
4,1,1,1,1,99,99,99,2,3,7,8,99,99,99,99,299,2,0,1,2,3,4,5,6,7,8,9,10,11,99,3,1,3,3,3,2,3,4,4,2,5,2,5,99,99,99,99,1,2,2,9,99,99,99,1,1,1,7,2,15,710,15,1,2,2
6,1,1,1,1,99,99,99,1,3,5,7,8,99,99,99,750,2,0,1,2,3,4,5,6,7,8,9,10,11,99,3,1,1,1,5,2,4,3,3,3,2,2,4,5,99,99,99,2,2,2,9,99,99,99,1,1,1,6,2,1,111,1,2,2,3
4,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,990,2,0,1,2,3,4,5,6,7,8,9,10,11,99,2,2,1,2,3,2,3,4,3,3,2,5,99,99,99,99,99,2,2,1,9,99,99,99,2,1,1,6,2,16,807,16,2,1,3
4,1,1,1,1,99,99,99,2,3,4,5,7,8,99,99,398,2,30,1,2,3,4,5,6,7,8,9,10,11,99,3,1,1,3,1,2,3,1,2,3,3,2,3,5,99,99,99,1,2,1,9,99,99,99,1,1,1,7,2,10,509,10,1,1,3
5,1,1,1,1,99,99,99,2,3,4,7,8,99,99,99,300,2,30,1,2,3,4,5,6,7,8,9,10,11,99,3,1,2,3,3,4,8,8,4,2,4,2,4,5,99,99,99,2,2,2,9,99,99,99,1,1,1,6,2,15,710,15,1,2,3
5,1,1,1,1,99,99,99,1,3,5,99,99,99,99,99,750,2,30,1,2,3,4,5,6,7,8,9,10,11,99,3,1,1,3,1,2,4,2,1,1,3,2,3,4,5,99,99,3,1,2,9,99,99,99,1,1,1,6,2,1,110,1,2,2,3
5,1,1,1,1,99,99,99,1,3,7,8,99,99,99,99,1800,3,0,1,2,3,4,5,6,7,8,9,10,11,99,1,1,1,1,3,3,5,4,3,2,5,1,2,3,4,5,99,3,2,3,9,99,99,99,1,1,1,6,2,2,234,2,2,1,3
5,2,1,1,1,99,99,99,1,99,99,99,99,99,99,99,1000,4,0,1,2,3,4,5,6,7,8,9,10,11,99,1,1,1,1,3,1,2,4,2,1,3,2,3,4,5,99,99,3,2,2,9,99,99,99,1,1,2,6,2,2,235,2,1,1,3
4,2,2,1,1,99,99,99,1,3,99,99,99,99,99,99,599,4,0,1,2,3,4,5,6,7,8,9,10,11,99,1,1,1,1,4,2,3,4,2,2,4,2,3,4,5,99,99,1,2,2,9,99,99,99,1,1,2,6,2,19,970,19,2,1,3
4,2,1,1,1,99,99,99,1,3,5,7,8,99,99,99,800,4,0,1,2,3,4,5,6,7,8,9,10,11,99,1,1,1,1,1,1,1,5,2,1,2,3,4,99,99,99,99,2,2,1,9,99,99,99,1,1,1,7,2,2,251,2,1,1,3
5,2,1,1,1,99,99,99,1,7,8,99,99,99,99,99,1500,4,0,1,2,3,4,5,6,7,8,9,10,11,99,1,1,1,1,1,3,4,1,2,2,3,1,2,3,4,5,99,4,2,1,9,99,99,99,1,1,2,6,2,15,710,15,2,2,3
5,2,2,1,1,99,99,99,1,99,99,99,99,99,99,99,2000,4,0,1,2,3,4,5,6,7,8,9,10,11,99,1,1,1,1,4,3,2,2,4,2,3,4,99,99,99,99,99,3,2,2,9,99,99,99,1,1,2,6,2,2,231,5,1,2,3
5,1,1,1,1,99,99,99,1,3,5,6,7,99,99,99,1800,4,0,1,2,3,4,5,6,7,8,9,10,11,99,3,1,1,1,3,3,4,3,4,2,3,2,4,5,99,99,99,3,2,2,9,99,99,99,1,1,1,5,2,7,317,7,1,1,3
3,1,1,1,1,99,99,99,1,3,5,7,99,99,99,99,800,4,0,1,2,3,4,5,6,7,8,9,10,11,99,3,1,3,1,3,3,3,5,3,1,3,1,2,3,4,99,99,2,2,1,9,99,99,99,1,1,1,6,2,16,807,16,1,2,3
4,1,1,1,1,99,99,99,1,3,8,99,99,99,99,99,999,4,0,1,2,3,4,5,6,7,8,9,10,11,99,2,1,1,1,3,3,3,3,2,1,3,1,2,3,4,5,99,2,2,1,9,99,99,99,2,1,1,5,2,2,231,2,1,1,3
3,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,1000,4,0,1,2,3,4,5,6,7,8,9,10,11,99,2,1,1,1,4,3,2,4,3,2,4,3,99,99,99,99,99,1,1,1,9,99,99,99,1,1,1,6,2,1,106,1,1,1,2
5,1,1,1,1,99,99,99,1,3,4,5,8,99,99,99,499,4,30,1,2,3,4,5,6,7,8,9,10,11,99,1,1,1,1,1,1,1,4,4,1,4,1,2,5,99,99,99,3,2,2,9,99,99,99,1,1,1,7,2,16,813,16,2,2,3
3,2,2,1,1,99,99,99,1,5,8,99,99,99,99,99,600,5,0,1,2,3,4,5,6,7,8,9,10,11,99,1,1,1,1,1,2,3,3,3,2,3,2,5,99,99,99,99,2,1,1,9,99,99,99,1,1,2,6,2,9,420,1,2,2,3
4,1,2,1,1,99,99,99,2,3,5,7,8,99,99,99,299,5,0,1,2,3,4,5,6,7,8,9,10,11,99,1,1,1,1,1,3,4,5,1,3,3,1,2,4,5,99,99,2,1,2,9,99,99,99,1,1,1,6,2,9,428,9,1,2,3
3,1,1,1,1,99,99,99,1,3,5,8,99,99,99,99,800,5,0,1,2,3,4,5,6,7,8,9,10,11,99,1,1,1,1,4,1,1,1,1,1,1,2,3,5,99,99,99,1,2,2,9,99,99,99,2,1,1,6,2,16,824,16,1,1,1
5,3,2,1,1,99,99,99,1,3,6,8,99,99,99,99,499,6,0,1,2,3,4,5,6,7,8,9,10,11,99,1,1,1,1,1,2,3,5,3,2,1,1,2,4,99,99,99,4,2,1,9,99,99,99,1,1,1,4,2,16,807,16,2,1,8
3,2,1,1,1,99,99,99,1,99,99,99,99,99,99,99,2500,6,0,1,2,3,4,5,6,7,8,9,10,11,99,2,1,1,1,1,1,3,5,3,2,1,1,2,3,4,5,99,2,2,1,9,99,99,99,1,1,1,6,2,9,412,98,2,1,2
2,1,2,1,1,99,99,99,1,99,99,99,99,99,99,99,1000,6,0,1,2,3,4,5,6,7,8,9,10,11,99,1,1,1,1,3,1,1,3,1,1,3,3,99,99,99,99,99,1,2,1,9,99,99,99,2,1,1,4,2,1,105,1,2,2,3
3,1,2,1,1,99,99,99,1,3,5,7,8,99,99,99,600,6,0,1,2,3,4,5,6,7,8,9,10,11,99,1,1,1,1,3,3,2,3,2,4,3,1,2,3,4,5,99,2,1,1,9,99,99,99,1,1,1,6,2,15,710,13,2,1,1
5,1,1,1,1,99,99,99,1,3,5,99,99,99,99,99,1150,6,0,1,2,3,4,5,6,7,8,9,10,11,99,1,1,1,1,1,1,3,4,4,2,3,1,2,5,99,99,99,2,1,2,9,99,99,99,1,1,1,6,2,2,235,2,1,2,1
3,1,1,1,1,99,99,99,1,3,4,5,7,8,99,99,500,7,0,1,2,3,4,5,6,7,8,9,10,11,99,1,1,1,2,2,1,2,2,3,1,3,2,3,4,5,99,99,2,1,1,9,99,99,99,1,1,1,6,2,20,950,20,2,2,3
3,1,1,1,1,99,99,99,1,3,4,5,7,8,99,99,600,7,0,1,2,3,4,5,6,7,8,9,10,11,99,1,1,1,1,2,3,2,3,3,2,3,2,3,4,5,99,99,1,1,2,9,99,99,99,1,1,1,6,2,2,243,2,1,2,3
3,2,1,1,1,99,99,99,1,3,7,8,99,99,99,99,500,10,0,1,2,3,4,5,6,7,8,9,10,11,99,3,1,1,1,1,1,2,2,1,1,1,2,3,4,5,99,99,3,1,2,9,99,99,99,1,1,1,7,2,3,202,3,1,1,3
5,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,299,10,0,1,2,3,4,5,6,7,8,9,10,11,99,1,1,1,1,3,3,4,4,1,3,3,1,2,4,5,99,99,2,1,3,9,99,99,99,1,1,2,6,2,2,231,2,1,2,3
3,1,2,1,1,99,99,99,1,4,7,8,99,99,99,99,700,10,0,1,2,3,4,5,6,7,8,9,10,11,99,1,1,2,1,1,2,2,5,5,2,3,2,3,4,5,99,99,2,2,3,9,99,99,99,2,1,2,6,2,1,104,1,2,1,3
2,2,1,1,1,99,99,99,1,99,99,99,99,99,99,99,700,12,0,1,2,3,4,5,6,7,8,9,10,11,99,1,1,1,1,2,4,4,4,1,1,1,2,4,5,99,99,99,1,2,3,9,99,99,99,1,1,2,6,2,1,110,3,1,2,2
3,1,1,1,1,99,99,99,1,3,5,7,8,99,99,99,700,12,0,1,2,3,4,5,6,7,8,9,10,11,99,1,1,1,1,1,2,3,1,2,1,3,2,3,4,5,99,99,2,1,2,9,99,99,99,1,1,1,6,2,2,235,2,1,2,3
2,1,1,1,1,99,99,99,1,3,4,5,8,99,99,99,499,15,0,1,2,3,4,5,6,7,9,8,10,11,99,3,1,1,1,1,4,4,5,1,2,4,2,3,4,5,99,99,3,1,1,9,99,99,99,1,1,2,6,2,7,317,7,1,2,2
4,2,2,1,1,99,99,99,1,8,99,99,99,99,99,99,700,16,0,1,2,3,4,5,6,7,8,9,10,11,99,1,1,3,1,2,1,3,4,4,3,1,1,2,3,4,5,99,2,1,2,9,99,99,99,1,1,2,6,2,9,406,5,2,1,3
3,3,1,1,1,99,99,99,1,99,99,99,99,99,99,99,99998,99,98,1,2,3,4,5,6,7,8,9,10,11,99,1,1,1,2,2,1,2,2,2,1,1,1,2,3,99,99,99,1,2,1,9,99,99,99,1,1,1,4,2,9,407,9,1,2,3
6,2,1,1,1,99,99,99,1,3,99,99,99,99,99,99,800,1,0,1,2,3,10,99,99,99,99,99,99,99,99,3,2,3,9,9,9,9,9,9,2,9,2,3,4,5,99,99,2,2,2,9,99,99,99,1,1,1,5,2,2,222,2,1,1,8
4,1,2,1,1,99,99,99,1,6,8,99,99,99,99,99,1399,5,0,1,2,3,4,5,99,99,99,99,99,99,99,1,1,2,2,2,9,9,9,9,9,9,2,3,99,99,99,99,2,1,2,9,99,99,99,1,1,2,6,2,6,302,6,1,2,3
2,1,1,1,1,99,99,99,1,3,8,99,99,99,99,99,700,10,0,1,2,3,4,5,99,99,99,99,99,99,99,3,1,3,1,2,9,9,9,9,9,9,2,3,4,5,99,99,2,1,3,9,99,99,99,1,1,1,4,2,2,239,2,1,1,4
2,1,1,1,1,99,99,99,1,3,5,99,99,99,99,99,99998,10,0,1,2,3,4,5,99,99,99,99,99,99,99,3,1,2,2,2,9,9,9,9,9,9,2,3,4,5,99,99,4,1,1,9,99,99,99,1,1,2,4,2,10,510,10,1,2,3
5,2,1,1,1,99,99,99,1,99,99,99,99,99,99,99,500,99,98,1,2,3,4,11,99,99,99,99,99,99,99,2,1,1,2,9,9,9,9,9,9,2,2,3,4,5,99,99,2,1,2,9,99,99,99,1,1,2,4,2,9,412,9,1,1,3
6,1,1,1,1,99,99,99,2,3,5,99,99,99,99,99,190,2,0,1,2,3,4,9,11,99,99,99,99,99,99,3,1,3,1,9,9,9,9,3,9,2,2,4,5,99,99,99,2,2,3,9,99,99,99,1,1,1,4,2,2,236,2,1,1,1
4,1,1,1,1,99,99,99,1,8,99,99,99,99,99,99,799,2,0,1,2,3,8,9,11,99,99,99,99,99,99,1,1,1,9,9,9,9,8,3,9,2,2,3,5,99,99,99,2,1,2,9,99,99,99,2,1,2,6,2,16,807,16,1,1,3
3,1,2,1,1,99,99,99,1,3,5,8,99,99,99,99,1399,2,0,1,2,3,4,5,9,99,99,99,99,99,99,1,1,2,2,2,9,9,9,4,9,9,2,4,5,99,99,99,3,1,2,9,99,99,99,2,1,2,6,2,9,433,9,2,2,2
3,3,1,1,1,99,99,99,1,99,99,99,99,99,99,99,2400,3,0,1,2,3,4,5,8,99,99,99,99,99,99,2,1,3,1,2,9,9,4,9,9,9,2,5,99,99,99,99,3,2,2,9,99,99,99,2,1,1,4,2,13,613,13,1,2,3
5,1,2,1,1,99,99,99,2,3,7,8,99,99,99,99,550,3,0,2,3,4,8,9,11,99,99,99,99,99,99,9,1,3,1,9,9,9,5,4,9,1,5,99,99,99,99,99,3,2,3,9,99,99,99,1,1,1,4,2,16,811,16,1,2,3
3,2,1,1,1,99,99,99,2,3,7,99,99,99,99,99,300,4,0,1,2,3,4,5,10,99,99,99,99,99,99,3,1,1,3,1,9,9,9,9,3,9,3,4,99,99,99,99,3,2,1,9,99,99,99,1,1,1,6,2,9,412,9,2,2,3
3,1,2,1,1,99,99,99,1,3,8,99,99,99,99,99,1300,8,0,1,2,3,4,5,10,99,99,99,99,99,99,3,1,2,1,2,9,9,9,9,4,9,2,5,99,99,99,99,2,1,2,9,99,99,99,1,1,1,4,2,2,242,2,2,2,3
4,1,1,1,1,99,99,99,2,3,4,7,99,99,99,99,300,0,30,1,2,3,5,6,4,9,99,99,99,99,99,3,1,1,1,2,4,9,9,4,9,9,97,99,99,99,99,99,2,2,4,9,99,99,99,2,1,1,6,2,9,408,9,1,2,3
5,2,1,1,1,99,99,99,1,3,99,99,99,99,99,99,500,1,0,1,2,3,8,9,10,11,99,99,99,99,99,1,1,2,9,9,9,9,3,3,3,2,1,2,3,4,99,99,2,2,1,9,99,99,99,1,1,1,5,2,16,807,16,1,1,3
6,2,1,1,1,99,99,99,1,3,4,99,99,99,99,99,500,1,30,1,2,3,5,6,9,10,99,99,99,99,99,3,1,2,9,1,8,9,9,4,3,9,1,2,4,5,99,99,3,1,2,9,99,99,99,1,1,1,6,2,9,406,9,1,1,2
7,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,288,1,30,1,2,3,4,5,8,10,99,99,99,99,99,1,1,3,1,2,9,9,4,9,5,9,5,99,99,99,99,99,2,2,4,9,99,99,99,2,1,8,2,2,1,114,1,1,2,3
5,1,1,1,1,99,99,99,1,3,5,6,8,99,99,99,999,4,0,1,2,3,4,9,10,11,99,99,99,99,99,3,1,4,1,9,9,9,9,5,3,2,2,4,5,99,99,99,2,2,2,9,99,99,99,2,1,2,4,2,11,545,11,1,2,3
5,1,1,1,1,99,99,99,1,3,5,6,99,99,99,99,460,4,30,1,2,3,4,5,9,11,99,99,99,99,99,3,1,3,2,1,9,9,9,3,9,8,2,3,4,5,99,99,3,2,2,9,99,99,99,1,1,1,4,2,11,557,11,1,1,3
4,1,2,1,1,99,99,99,1,5,8,99,99,99,99,99,699,8,0,1,2,3,4,8,9,11,99,99,99,99,99,5,1,2,1,9,9,9,5,3,9,2,2,4,5,99,99,99,2,1,4,9,99,99,99,2,1,2,6,2,5,333,5,1,1,3
3,1,1,1,1,99,99,99,1,3,7,99,99,99,99,99,99998,8,0,1,2,3,4,5,9,10,99,99,99,99,99,4,2,1,1,2,9,9,9,8,3,9,2,3,4,5,99,99,2,1,2,9,99,99,99,1,1,2,6,2,9,408,9,1,2,3
6,1,1,1,1,99,99,99,1,5,8,99,99,99,99,99,1000,0,30,1,2,3,4,5,7,10,11,99,99,99,99,3,1,4,4,4,9,4,9,9,3,1,97,99,99,99,99,99,2,2,2,9,99,99,99,1,1,1,4,2,5,320,5,1,1,1
6,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,1100,2,0,1,2,3,4,5,9,10,11,99,99,99,99,3,1,1,1,3,9,9,9,8,3,1,1,4,99,99,99,99,3,2,2,9,99,99,99,2,1,1,5,2,16,831,16,1,1,2
3,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,700,2,30,1,2,3,4,5,6,7,10,99,99,99,99,2,1,1,3,2,4,4,9,9,5,9,2,3,4,99,99,99,3,2,4,9,99,99,99,1,1,2,6,2,15,701,15,2,2,1
3,1,2,1,1,99,99,99,1,3,5,6,7,8,99,99,1000,4,0,1,2,3,4,5,6,9,10,99,99,99,99,3,1,1,1,2,3,9,9,4,3,9,2,3,4,99,99,99,2,1,3,9,99,99,99,1,1,1,6,2,1,106,1,1,1,3
1,1,1,1,1,99,99,99,2,5,7,8,99,99,99,99,99998,4,0,1,2,3,4,7,9,10,11,99,99,99,99,3,1,2,1,9,9,4,9,5,5,2,2,5,99,99,99,99,2,1,2,9,99,99,99,1,1,2,3,2,5,324,5,1,1,2
3,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,600,5,0,1,2,3,4,5,8,9,10,99,99,99,99,3,1,3,1,1,9,9,4,4,4,9,2,4,5,99,99,99,3,2,2,9,99,99,99,1,1,1,6,2,9,404,9,1,2,3
3,1,1,1,1,99,99,99,1,3,4,8,99,99,99,99,1000,5,0,1,2,3,4,5,9,10,11,99,99,99,99,1,1,1,1,4,9,9,9,3,3,1,1,2,4,99,99,99,2,2,1,9,99,99,99,1,1,1,6,2,5,330,5,1,1,3
6,2,2,1,1,99,99,99,1,5,7,99,99,99,99,99,499,5,30,1,2,3,4,5,6,9,11,99,99,99,99,2,2,2,1,1,3,9,9,5,9,3,2,99,99,99,99,99,3,2,1,9,99,99,99,2,1,2,6,2,8,350,8,1,1,3
3,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,500,10,0,1,2,3,4,5,6,9,10,99,99,99,99,2,1,1,2,2,3,9,9,4,3,9,2,3,4,5,99,99,2,1,2,9,99,99,99,1,1,1,6,2,15,708,15,1,2,3
5,1,2,1,1,99,99,99,1,3,5,7,8,99,99,99,499,2,0,1,2,3,4,5,6,7,8,10,99,99,99,3,1,1,3,2,4,3,4,9,4,9,1,2,5,99,99,99,2,1,3,9,99,99,99,1,1,1,6,2,19,970,19,1,2,3
3,1,2,1,1,99,99,99,1,3,4,5,7,8,99,99,500,3,0,1,2,3,4,5,8,9,10,11,99,99,99,1,1,1,1,3,9,9,3,3,3,1,2,5,99,99,99,99,2,1,1,9,99,99,99,1,1,1,6,2,1,104,1,2,1,3
3,1,1,1,1,99,99,99,1,8,99,99,99,99,99,99,699,3,0,1,2,3,4,5,7,8,10,11,99,99,99,3,1,1,1,4,9,3,5,9,3,1,2,3,4,5,99,99,1,1,1,9,99,99,99,1,1,1,6,2,2,242,2,1,1,2
4,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,980,3,0,1,2,3,4,5,7,9,10,11,99,99,99,3,1,1,1,3,9,4,9,4,3,2,2,5,99,99,99,99,2,2,2,9,99,99,99,2,1,2,3,2,12,647,12,1,1,3
4,1,2,1,1,99,99,99,1,3,7,8,99,99,99,99,1200,5,0,1,2,3,4,5,8,9,10,11,99,99,99,1,1,1,1,1,9,9,5,4,4,1,5,99,99,99,99,99,3,2,2,9,99,99,99,1,1,1,5,2,4,265,4,2,2,2
4,1,1,1,1,99,99,99,2,3,4,5,7,8,99,99,299,6,0,1,2,3,4,5,6,8,9,10,99,99,99,2,1,1,2,2,3,9,3,3,3,9,1,2,3,5,99,99,4,2,1,9,99,99,99,1,1,1,7,2,15,717,15,1,2,3
4,1,1,1,1,99,99,99,1,5,99,99,99,99,99,99,700,6,0,1,2,3,4,5,7,8,10,11,99,99,99,1,1,1,1,1,9,4,5,9,4,1,2,3,4,5,99,99,2,1,2,9,99,99,99,2,1,2,5,2,16,820,16,1,2,2
2,1,2,1,1,99,99,99,1,99,99,99,99,99,99,99,1600,10,0,1,2,3,4,5,6,8,9,10,99,99,99,2,1,2,1,2,4,9,5,4,4,9,2,3,4,5,99,99,1,2,2,9,99,99,99,1,1,2,4,2,6,302,6,2,2,3
4,1,2,1,1,99,99,99,1,3,7,99,99,99,99,99,950,12,0,1,2,3,4,5,6,7,9,10,99,99,99,1,1,1,1,1,3,4,9,4,3,9,2,4,5,99,99,99,2,1,2,9,99,99,99,1,1,2,6,2,2,239,2,1,2,3
4,1,2,1,1,99,99,99,1,99,99,99,99,99,99,99,499,1,0,1,2,3,4,5,6,7,8,9,10,99,99,1,1,1,1,1,4,4,5,5,3,9,1,2,4,99,99,99,2,2,2,9,99,99,99,2,1,2,7,2,15,704,16,1,2,2
5,1,1,1,1,99,99,99,1,3,99,99,99,99,99,99,499,3,0,1,2,3,4,5,6,8,9,10,11,99,99,1,1,2,1,3,3,9,3,3,3,1,2,3,5,99,99,99,2,1,3,9,99,99,99,1,1,1,6,2,15,709,15,2,1,3
2,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,650,3,0,1,2,3,4,5,6,7,9,10,11,99,99,3,1,3,2,3,4,5,9,5,5,2,1,2,3,4,5,99,2,1,1,9,99,99,99,1,1,1,6,2,9,406,9,1,1,3
4,1,1,1,1,99,99,99,2,3,5,7,8,99,99,99,599,4,0,1,2,3,4,5,7,8,9,10,11,99,99,4,1,1,1,3,9,3,4,3,3,2,2,3,4,5,99,99,4,2,1,9,99,99,99,1,1,1,6,2,2,231,2,1,1,1
5,1,2,1,1,99,99,99,1,3,6,7,99,99,99,99,1500,4,0,1,2,3,4,5,6,8,9,10,11,99,99,3,1,3,2,3,3,9,4,3,3,2,2,4,5,99,99,99,3,2,2,9,99,99,99,1,1,2,5,2,1,116,1,1,2,3
5,1,1,1,1,99,99,99,2,3,4,7,99,99,99,99,360,5,0,1,2,3,4,5,6,8,9,10,11,99,99,1,1,1,1,4,3,9,5,4,3,2,2,3,4,5,99,99,2,1,2,9,99,99,99,1,1,1,7,2,1,114,1,2,1,3
4,1,2,1,1,99,99,99,1,7,8,99,99,99,99,99,700,5,0,1,2,3,4,5,6,7,8,9,10,99,99,2,1,2,2,2,3,3,4,4,3,9,1,2,5,99,99,99,2,1,2,9,99,99,99,1,1,2,6,2,14,601,14,1,2,3
4,1,1,1,1,99,99,99,1,3,7,99,99,99,99,99,799,5,0,1,2,3,4,5,6,7,8,9,10,99,99,1,1,1,1,1,4,3,4,3,3,9,2,3,4,5,99,99,2,1,2,9,99,99,99,1,1,1,6,2,5,320,5,1,2,3
4,1,1,1,1,99,99,99,1,3,5,7,8,99,99,99,600,6,0,1,2,3,4,5,6,8,9,10,11,99,99,1,1,1,2,2,3,9,5,4,3,1,2,3,4,5,99,99,2,2,2,9,99,99,99,1,1,1,6,2,1,110,1,1,2,1
4,1,1,1,1,99,99,99,1,3,5,7,99,99,99,99,2200,10,0,1,2,3,4,5,6,8,9,10,11,99,99,3,1,4,1,3,3,9,5,3,5,2,1,2,4,5,99,99,3,2,4,9,99,99,99,2,1,2,4,2,2,236,2,1,2,2
5,1,1,1,1,99,99,99,1,4,5,7,8,99,99,99,550,1,0,1,2,3,4,5,6,7,8,9,10,11,99,3,1,1,1,3,4,4,5,5,4,2,5,99,99,99,99,99,2,2,1,9,99,99,99,1,1,2,4,2,20,950,20,1,2,3
4,1,1,1,1,99,99,99,2,3,4,7,8,99,99,99,199,2,0,1,2,3,4,5,6,7,8,9,10,11,99,3,1,1,3,2,3,3,3,3,3,4,2,3,4,5,99,99,3,1,3,9,99,99,99,1,1,1,5,2,1,112,1,1,2,3
5,1,1,1,1,99,99,99,2,3,4,99,99,99,99,99,200,2,0,1,2,3,4,5,6,7,8,9,10,11,99,1,1,1,1,2,3,3,4,3,3,3,2,4,5,99,99,99,2,1,2,9,99,99,99,1,1,1,6,2,16,813,16,1,1,3
5,1,1,1,1,99,99,99,1,3,5,7,99,99,99,99,799,3,0,1,2,3,4,5,6,7,8,9,10,11,99,4,1,1,5,1,3,4,5,3,4,4,1,2,4,5,99,99,3,2,2,9,99,99,99,1,1,1,5,2,1,104,1,1,2,3
5,1,1,1,1,99,99,99,1,3,5,99,99,99,99,99,750,10,0,1,2,3,4,5,6,7,8,9,10,11,99,1,1,1,1,1,3,3,3,3,3,3,1,2,3,4,5,99,2,2,1,9,99,99,99,1,1,1,7,2,2,220,2,1,1,3
6,1,1,1,1,99,99,99,3,8,99,99,99,99,99,99,99999,4,30,4,99,99,99,99,99,99,99,99,99,99,99,9,9,9,1,9,9,9,9,9,9,9,5,99,99,99,99,99,2,1,3,9,99,99,99,1,2,1,3,2,5,333,5,2,2,2
2,1,1,1,1,99,99,99,1,3,5,7,99,99,99,99,750,5,0,4,99,99,99,99,99,99,99,99,99,99,99,9,9,9,2,9,9,9,9,9,9,9,2,5,99,99,99,99,3,2,3,9,99,99,99,2,1,8,6,2,15,717,15,1,1,3
8,1,1,1,1,99,99,99,3,99,99,99,99,99,99,99,99999,2,0,1,4,99,99,99,99,99,99,99,99,99,99,5,9,9,1,9,9,9,9,9,9,9,5,99,99,99,99,99,2,2,8,9,99,99,99,1,1,1,4,2,9,407,9,1,1,2
8,1,1,1,1,99,99,99,1,99,99,99,99,99,99,99,99998,4,0,1,4,99,99,99,99,99,99,99,99,99,99,5,9,9,1,9,9,9,9,9,9,9,97,99,99,99,99,99,8,2,8,9,99,99,99,1,2,8,2,1,17,905,17,2,1,1
